imperial_subjugation_desc;We are the true heirs of Rome, and our empire should reflect this! $CLAIMANT$§! can use this Casus Belli to seize all titles held by §Y$TARGET$§! within the de jure §Y$TITLE$§!;;;;;;;;;x
EVTDESCPA.10035;The treasury is empty and the Empire is deep in debt. You could make quite a bit of money if you were to sell the Crown of Thorns to a Western monarch, but it won't do wonders for your prestige.;;;;;;;;;x
EVTDESCPA.10036;The treasury is empty and the Empire is once again in debt. You could make some money if you were to sell the lead tiles on the roof of the Great Palace, but it won't do wonders for your prestige.;;;;;;;;;x
EVTNAMEPA.10037;Fall of Thessalonika;;;;;;;;;x
EVTDESCPA.10037;The city of Thessalonika has finally fallen to our forces and accepted [Root.GetTitledFirstName]'s rule. Named after Thessalonike, the wife of the diadochi Cassander, the city of Thessalonika flourished under Roman rule. It was one of the few cities in Greece which was able to resist the Slavic incursions in the 8th century, owing to it's strong defences. The second largest city in Greece after Constantinople, Thessalonika will make a fine addition to the Empire.;;;;;;;;;x
EVTNAMEPA.10038;Fall of Athens;;;;;;;;;x
EVTDESCPA.10038;The city of Athens has fallen to our forces and accepted [Root.GetTitledFirstName] as it's sovereign. One of the greatest cities of the ancient Greek world, Athens became a part of the Roman Republic in 146 BC and flourished under Imperial rule. The city remained under Roman control even after the losses to the Arabs, who failed to take Constantinople and invade Greece. While Athens may not be as large as it once was, it will still make a fine addition to the Empire.;;;;;;;;;x
EVTNAMEPA.10039;Fall of Byzantium;;;;;;;;;x
EVTDESCPA.10039;The Byzantine Empire has fallen, leaving ourselves as the true heirs of Rome in the east. The Holy Roman Empire may have the support of the Pope, but we control Constantinople, the New Rome and city of the world's desire. The German pretenders can continue to play emperor, so long as they leave the East to it's true rulers. There are much more dangerous enemies close to home we need to deal with, such as the Muslim infidels who still control the Levant, Egypt and Africa.;;;;;;;;;x
release_prisoner;Release [Root.GetTitledFirstName];;;;;;;;;x
release_prisoner_desc;I can order my guards to release [Root.GetTitledFirstName] from prison if I wish.;;;;;;;;;x
d_commune;Roman Commune;;;;;;;;;x
d_commune_adj;Roman;;;;;;;;;x
BM_ROMAN_COMMUNE;Commune of Rome;;;;;;;;;x
BM_ROMAN_COMMUNE_DESC;The year is 1143 and the citizens of Rome have just revolted, exiling the Pope from Rome and declaring a republic under Patrician Giordano. The Papacy is powerful, but it may not be able to re-take Rome without the help of the Holy Roman Emperor. In the East, the Byzantine Empire has managed to reclaim much of Anatolia, but the Crusader states are in a precarious position. The world is changing, and Rome is at the centre of that change.;;;;;;;;;x
ct_rom_wall_6;Aurelian Walls;;;;;;;;;x
tp_rom_wall_7;Aurelian Walls;;;;;;;;;x
tp_stpeters3;St. Peter's Basilica;;;;;;;;;x
CTT_IMPERIAL_CRUSADES_UNLOCKED;The Crusading Era has Begun\n;L'ère des Croisades a commencé\n;Das Zeitalter der Kreuzzüge hat begonnen;;La Era de las Cruzadas ha comenzado\n;;;;;;;;;x
EVTDESCPA_1044;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Order of Saint Peter in their struggle against the infidel, even though this will forever disinherit him.;;;;;;;;;x
EVTTOOLTIPPA.1045;[This.GetTitledFirstName] becomes a member of the Order.;;;;;;;;;x
EVTDESCPA.1052;Most righteous [Root.GetTitledFirstName], the Order needs more castles in order to train troops and generate a supporting income. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nPax Christi,\n\nGrand Master [From.GetFirstName];;;;;;;;;x
EVTDESCPA.1053;The Order of Saint Peter has constructed a castle in [Root.GetName]!;;;;;;;;;x
EVTDESCPA.1055;Your majesty, this antagonism is completely unwarranted! The Order serves Christ, but, one has to wonder, do you?\n\nWith anger and sadness,\n\nGrand Master [From.GetFirstName];;;;;;;;;x
EVTDESCPA.1057;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Order of Saint Blaise in their struggle against the infidel, even though this will forever disinherit him.;;;;;;;;;x
EVTTOOLTIPPA.1058;[This.GetTitledFirstName] becomes a member of the Order.;;;;;;;;;x
EVTDESCPA.1065;Most righteous [Root.GetTitledFirstName], the Order needs more castles in order to train troops and generate a supporting income. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nPax Christi,\n\nGrand Master [From.GetFirstName];;;;;;;;;x
EVTDESCPA.1066;The Order of Saint Blaise has constructed a castle in [Root.GetName]!;;;;;;;;;x
EVTDESCPA.1068;Your majesty, this antagonism is completely unwarranted! The Order serves Christ, but, one has to wonder, do you?\n\nWith anger and sadness,\n\nGrand Master [From.GetFirstName];;;;;;;;;x
d_chosen;Chosen Warriors;;;;;;;;;x
d_chosen_adj;Chosen Warriors;;;;;;;;;x
EVTNAMEPA.10071;Fall of Constantinople;;;;;;;;;x
EVTDESCPA.10071;The city of Constantinople has finally fallen to our forces. Our ancestors have been fighting the Byzantines for centuries, but now the conflict is finally over. It was hard work breaching the Theodosian Walls, but the countless treasures which lay behind them more than make up for our losses. Control over the Sea of Marmara will greatly enrich our people and allow us to expand further. A golden age has begun for us, all thanks to [Root.GetTitledFirstName]'s leadership.;;;;;;;;;x
tp_etchmiadzin;Etchmiadzin Cathedral;;;;;;;;;x
tp_etchmiadzin_desc;Originally constructed in the early 4th century by Saint Gregory the Illuminator, Etchmiadzin Cathedral is the base of the Catholicos of All Armenia and one of the Apostolic faith's most important holy sites.;;;;;;;;;x
tp_grandmosque;Grand Mosque;;;;;;;;;x
tp_grandmosque_desc;The largest and most sacred mosque in the world, the Grand Mosque contains the Kabba, the most important holy site in all of Islam. All Muslims are required to undertake a pilgrimage to the Kabba once in their lifetime.;;;;;;;;;x
tp_prophetsmosque;Prophet's Mosque;;;;;;;;;x
tp_prophetsmosque_desc;The second most important holy place in Islam, the Prophet's Mosque is said to have been constructed by Muhammad himself. It is one of the largest mosques in the world, rivalled only by the Grand Mosque in Mecca.;;;;;;;;;x
EVTNAMEPA.10072;Fall of Thessalonika;;;;;;;;;x
EVTDESCPA.10072;The city of Thessalonika has finally fallen to our forces and accepted [Root.GetTitledFirstName]'s rule. Named after Thessalonike, the wife of the diadochi Cassander, the city of Thessalonika flourished under Roman rule. It was one of the few cities in Greece which was able to resist the Slavic incursions in the 8th century, owing to it's strong defences. The second largest city in Greece after Constantinople, Thessalonika will make a fine addition to the kingdom.;;;;;;;;;x
EVTNAMEPA.10073;Fall of Athens;;;;;;;;;x
EVTDESCPA.10073;The city of Athens has fallen to our forces and accepted [Root.GetTitledFirstName] as it's sovereign. One of the greatest cities of the ancient Greek world, Athens became a part of the Roman Republic in 146 BC and flourished under Imperial rule. The city remained under Roman control even after the losses to the Arabs, who failed to take Constantinople and invade Greece. While Athens may not be as large as it once was, it will still make a fine addition to the kingdom.;;;;;;;;;x
EVTNAMEPA.10074;Fall of Constantinople;;;;;;;;;x
EVTDESCPA.10074;The city of Constantinople has finally fallen to our forces. The Byzantine Empire has questioned the legitimacy of our state since it's very foundation, but now we can lay claim to the title of protector of all Greeks. The trade which flows through the Sea of Marmara will greatly enrich our people, and Constantinople's strong defences will form a bulwark against eastern threats. The future of the realm is secured, all thanks to [Root.GetTitledFirstName]'s leadership.;;;;;;;;;x
EVTNAMEPA.10076;Fall of Byzantium;;;;;;;;;x
EVTDESCPA.10076;The Byzantine Empire has fallen, leaving ourselves as the true heirs of Rome and Greece. The Byzantine people claimed to be Romans, but they abandoned the Latin language under Emperor Heraclius, and Rome itself passed outside of Imperial control in the 7th century. We are the true fore-bearers of Hellenistic culture, a fact none can deny any longer. A new golden age of Greek culture will begin under our protection, all thanks to [Root.GetTitledFirstName]'s leadership.;;;;;;;;;x
EVTNAMEPA.10077;Fall of Thessalonika;;;;;;;;;x
EVTDESCPA.10077;The city of Thessalonika has finally fallen to our forces and accepted [Root.GetTitledFirstName]'s rule. Named after Thessalonike, the wife of the diadochi Cassander, the city of Thessalonika flourished under Roman rule. It was one of the few cities in Greece which was able to resist the Slavic incursions in the 8th century, owing to it's strong defences. The second largest city in Greece after Constantinople, Thessalonika will make a fine addition to the Empire.;;;;;;;;;x
EVTNAMEPA.10078;Fall of Athens;;;;;;;;;x
EVTDESCPA.10078;The city of Athens has fallen to our forces and accepted [Root.GetTitledFirstName] as it's sovereign. One of the greatest cities of the ancient Greek world, Athens became a part of the Roman Republic in 146 BC and flouried under Imperial rule. The city remained under Roman control even after the losses to the Arabs, who failed to take Constantinople and invade Greece. While Athens may not be as large as it once was, it will still make a fine addition to the Empire.;;;;;;;;;x
EVTNAMEPA.10079;Fall of Constantinople;;;;;;;;;x
EVTDESCPA.10079;The city of Constantinople has finally fallen to our forces. The Byzantine Empire has questioned the legitimacy of our state since it's very foundation, but now we can lay claim to the title of protector of all Greeks. The trade which flows through the Sea of Marmara will greatly enrich our people, and Constantinople's strong defences will form a bullwark against western threats. The future of the realm is secured, all thanks to [Root.GetTitledFirstName]'s leadership.;;;;;;;;;x
EVTNAMEPA.10080;Fall of Byzantium;;;;;;;;;x
EVTDESCPA.10080;The Byzantine Empire has fallen, leaving ourselves as the true heirs of Rome and Greece. The Byzantine people claimed to be Romans, but they abandoned the Latin language under Emperor Heraclius, and Rome itself passed outside of Imperial control in the 7th century. We are the true fore-bearers of Hellenistic culture, a fact none can deny any longer. A new golden age of Greek culture will begin under our protection, all thanks to [Root.GetTitledFirstName]'s leadership.;;;;;;;;;x
EVTNAMEPA.10081;The Varangian Guard;;;;;;;;;x
EVTDESCPA.10081;The Roman leader, [Root.GetTitledFirstName], has decided to disband the Varangian Guard and send it's members home! The Romans believe that our savage ways are an insult to their culture, and have created a new bodyguard unit, the Custodes Palatina, to protect their leader instead. The Varangians were payed off as is customary, but they are not happy. The Romans may soon see their former protectors raiding their shores, committed to restoring their honour and prestige.;;;;;;;;;x
EVTNAMEPA.10082;Reconquest of Dacia;;;;;;;;;x
EVTDESCPA.10082;The former Roman province of Dacia has been brought back under Imperial control. The heavily forested kingdom was conquered by Emperor Trajan in 106 AD, who turned it into a Roman colony. Abandoned in 271 by Emperor Aurelian, the area became the home of various tribal peoples, such as the Gepids, Huns, and Avars, who frequently undertook raids across the Danube. With the reconquest of this fertile basin, Rome's Balkan provinces are now secure.;;;;;;;;;x
EVTNAMEPA.10083;Conquest of Persia;;;;;;;;;x
EVTDESCPA.10083;After centuries of warfare, Persia has finally been brought under Imperial control. The Persians were long-time rivals of Rome, and nearly caused it's downfall after the Roman-Sassanid wars of the 7th century. The Persian lands which were taken by Emperor Trajan were abandoned under his successor, Hardian, who seen them as indefensible, allowing the Parthians to recover them. With the conquest of Persia, Rome's rich eastern lands are now secure.;;;;;;;;;x
EVTNAMEPA.10084;Conquest of Slavinia;;;;;;;;;x
EVTDESCPA.10084;The slavic peoples around the Baltic have been brought under Imperial control. This area, known as Slavinia after it's inhabitants, was never a part of the old Empire, which lost most of it's German territories after the Battle of Teutoburg Forest. Emperor Augustus had planned to push Rome's borders past the Elbe, but the setback at Teutoburg Forest forced the Romans back behind the Rhine. With the conquest of Slavinia, Emperor Augustus' dream has finally been realised.;;;;;;;;;x
CB_NAME_SUBJUGATION2;Imperial Subjugation of [Title.GetBaseName];;;;;;;;;x
WAR_NAME_SUBJUGATION2;$ORDER$$FIRST_ADJ$ Imperial Subjugation of $OTHER_TITLE$;;;;;;;;;;x
imperial_subjugation2_desc;We are the true heirs of Rome, and our empire should reflect this! $CLAIMANT$§! can use this Casus Belli to seize all titles held by §Y$TARGET$§! within the de jure §Y$TITLE$§!;;;;;;;;;x
CB_NAME_SUBJUGATION3;Imperial Subjugation of [Title.GetBaseName];;;;;;;;;x
WAR_NAME_SUBJUGATION3;$ORDER$$FIRST_ADJ$ Imperial Subjugation of $OTHER_TITLE$;;;;;;;;;;x
imperial_subjugation3_desc;We are the true heirs of Rome, and our empire should reflect this! $CLAIMANT$§! can use this Casus Belli to seize all titles held by §Y$TARGET$§! within the de jure §Y$TITLE$§!;;;;;;;;;x
k_thessalonika;Thessalonika;;;;;;;;;x
k_thessalonika_adj;Thessalonikan;;;;;;;;;x
form_thessalonika_kingdom;Form the Kingdom of Thessalonika;;;;;;;;;x
form_thessalonika_kingdom_desc;Form the Kingdom of Thessalonika.;;;;;;;;;x
EVTNAMEPA.10085;The Varangian Guard;;;;;;;;;x
EVTDESCPA.10085;We thought the fall of the Greek kingdom was the end of the Varangian Guard, but we were wrong. Impressed by our people's fighting prowess, [Root.GetTitledFirstName] has decided to restablish the Varangian Guard. Thousands of our countrymen have already left to join the Guard, committed to restoring the honour and reputation of this once-feared mercenary unit. This will undoubtedly effect events in Scandinavia, as men return with wealth and skill.;;;;;;;;;x
EVTNAMEPA.10086;Reconquest of Tangier;;;;;;;;;x
EVTDESCPA.10086;The city of Tangier has been recovered from the foreign barbarians at last. Known as Tingis in Roman times, the city was once the capial of the Roman province of Mauretania Tingitana. Lost to the Vandals in 425, the city was reconquered by Emperor Justinian in 534, but was lost again to the Arabs in 702. Although Tangier's prime has long since ended, it should become an important city in the Empire once more.;;;;;;;;;x
EVTNAMEPA.10087;Reconquest of Cordoba;;;;;;;;;x
EVTDESCPA.10087;The city of Cordoba has been recovered from the foreign barbarians at last. Originally a part of Carthage's Spanish lands, Cordoba was conquered by the Romans in 209 BC. The city remained an important centre of trade in Roman Spain until it fell to the Visigoths in 418. Reconquered for a time by Emperor Justinian, Cordoba fell to the Arabs in 711, eventually becoming the capital of the Umayyad Caliphate.;;;;;;;;;x
EVTNAMEPA.10088;Reconquest of Bordeaux;;;;;;;;;x
EVTDESCPA.10088;The city of Bordeaux has been recovered from the foreign barbarians at last. Known as Burdigala in Roman times, the city was once the capital of the Roman province of Aquitania. The city remained an important centre of trade in Roman Gaul until it came under Visigoth control in 418. The city eventually fell to the Franks in 507, and remained a part of the Frankish realm until it's division in 888.;;;;;;;;;x
EVTNAMEPA.10089;Reconquest of Trier;;;;;;;;;x
EVTDESCPA.10089;The city of Trier has been recovered from the foreign barbarians at last. Known as Augusta Treverorum in Roman times, the city was once the capital of the Roman province of Gallia Belgica. The city served as the capital of the Gallic Empire for a time during the Crisis of the Third Century, and remained an important garrison base for the Roman Army until it's fall to the Franks in 413.;;;;;;;;;x
EVTNAMEPA.10090;Reconquest of London;;;;;;;;;x
EVTDESCPA.10090;The city of London has been recovered from the foreign barbarians at last. Known as Londinium in Roman times, the city was once the capital of the Roman province of Britannia. Founded as a small town in 50 AD after the Roman conquest of Britain, London's population grew rapidly in the 2nd century after it was designated the capital of the province of Britannia, replacing Colchester.;;;;;;;;;x
CALIPHA;Calipha;Khalife;Kalifa;;Califa;;;;;;;;;x
CALIPH_FOA;My Caliph;Mon Calife;Mein Kalif;;Mi Calif;;;;;;;;;;x
EVTNAMEPA.10092;The Varangian Guard;;;;;;;;;x
EVTDESCPA.10092;Impressed by the stories of the Varangians prowess in battle, [Root.GetTitledFirstName] has decided to reform the fabled mercenary unit. The Varangian Guard was one of the best military units in the world during Byzantine times, and [Root.GetTitledFirstName] hopes to restore it's honour and reputation. The Byzantine Empire may be gone, but its legacy lives on through its successors.;;;;;;;;;x
gothic;Gothic;;;;;;;;;x
king_gothic;Grand Prince;Grand prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
king_female_gothic;Grand Princess;Grand princesse;Grand Prinzessin;;Gran Princesa;;;;;;;;;x
kingdom_of_gothic;Grand Principality of;Grande-Principauté de;Großfürstentum von;;Gran Principado de;;;;;;;;;x
duke_gothic;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
duke_female_gothic;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
duchy_of_gothic;Principality of;Principauté de;Fürstentum von;;Principado de;;;;;;;;;x
tribal_king_gothic;Grand Prince;Grand prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
tribal_king_female_gothic;Grand Princess;Grand princesse;Grand Prinzessin;;Gran Princesa;;;;;;;;;x
tribal_kingdom_of_gothic;Grand Principality of;Grande-Principauté de;Großfürstentum von;;Gran Principado de;;;;;;;;;x
tribal_duke_gothic;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
tribal_duke_female_gothic;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
tribal_duchy_of_gothic;Principality of;Principauté de;Fürstentum von;;Principado de;;;;;;;;;x
religious_upheaval;Religious Upheaval;;;;;;;;;x
sword_of_caesar;Caesar's Sword;;;;;;;;;x
EVTNAMEPA.10091;Caesar's Sword;;;;;;;;;x
EVTDESCPA.10091;A group of construction workers uncovered a large underground chamber during a renovation project in Rome. A large marble statue was found inside the chamber, grasping a weapon. Upon further inspection, the statue was revealed to be that of Julius Caesar, holding a Gallic longsword. An inscription was found carved into the blade, which said: "For he who is destined to rule." As the rightful [Root.GetTitle] of Rome, you could claim it for yourself. As an artefact, it's bound to be worth money. What do you do with it?;;;;;;;;;x
ERA_CHAR_INFO_70490;The last emperor from the Amorios dynasty, Michael III was not known for being particularly competent. He lacked administrative and diplomatic skills, and was unpopular with the people due to his contempt towards the church. He was murdered by Basil I on the 24th of September, 867, alongside several of his courtiers. Vicious rumours were spread about him after his death, mostly about his alleged alcoholism, but they were likely propaganda invented by his enemies.;;;;;;;;;x
vice_royalty_count_roman;Rector;;;;;;;;;x
vice_royalty_count_female_roman;Rectrix;;;;;;;;;x
vice_royalty_county_of_roman;Coventus of;;;;;;;;;x
vice_royalty_duke_roman;Vicarius;;;;;;;;;x
vice_royalty_duke_female_roman;Vicaria;;;;;;;;;x
vice_royalty_duchy_of_roman;Province of;;;;;;;;;x
vice_royalty_king_roman;Exarch;;;;;;;;;x
vice_royalty_king_female_roman;Exarchessa;;;;;;;;;x
vice_royalty_kingdom_of_roman;Exarchate of;;;;;;;;;x
reorganize_varangian_guard;Re-organise the Varangian Guard;;;;;;;;;x
reorganize_varangian_guard_desc;Re-create the Varangian Guard under $FIRST_ADJ$ control.;;;;;;;;;x
request_papal_support;Request Papal Support;;;;;;;;;x
request_papal_support_desc;Request military support from the Papacy.;;;;;;;;;x
request_papal_support2;Request Papal Support;;;;;;;;;x
request_papal_support2_desc;Request military support from the Papacy.;;;;;;;;;x
request_papal_support3;Request Papal Support;;;;;;;;;x
request_papal_support3_desc;Request military support from the Papacy.;;;;;;;;;x
papal_support;A letter is sent to [ThePope.GetTitledFirstName].;;;;;;;;;x
EVTDESCPA.10093;The Pope has sent a messenger with a declaration of support for our realm. A crusader army will arrive within the next few months.;;;;;;;;;x
EVTDESCPA.10094;The promised troops have finally arrived from the west. They have set up in the capital and are awaiting your orders.;;;;;;;;;x
EVTDESCPA.10095;The Pope has sent a messenger with a declaration of support for our realm. A crusader army will arrive within the next few months.;;;;;;;;;x
EVTDESCPA.10096;The promised troops have finally arrived from the west. They have set up in the capital and are awaiting your orders.;;;;;;;;;x
EVTDESCPA.10097;The Pope has sent a messenger with a declaration of support for our realm. A crusader army will arrive within the next few months.;;;;;;;;;x
EVTDESCPA.10098;The promised troops have finally arrived from the west. They have set up in the capital and are awaiting your orders.;;;;;;;;;x
reform_the_byzantine_empire;Reform the Byzantine Empire;;;;;;;;;x
reform_the_byzantine_empire_desc;The glorious Byzantine Empire is gone, but as long as there are Greeks in Constantinople, there is hope of resurrection.;;;;;;;;;x
tribal_county_of_irish;Túath of;;;;;;;;;x
tribal_count_irish;Tiarna;;;;;;;;;x
tribal_count_female_irish;Bhean;;;;;;;;;x
king_female_west_african;Queen;Reine;Königin;;Reina;;;;;;;;;x
count_east_african;Chief;;;;;;;;;x
count_female_east_african;Chieftess;;;;;;;;;x
county_of_east_african;Chiefdom of;;;;;;;;;x
tribal_count_east_african;Chief;;;;;;;;;x
tribal_count_female_east_african;Chieftess;;;;;;;;;x
tribal_county_of_east_african;Chiefdom of;;;;;;;;;x
tribal_king_east_slavic;Grand Prince;Grand prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
tribal_king_female_east_slavic;Grand Princess;Grand princesse;Grand Prinzessin;;Gran Princesa;;;;;;;;;x
tribal_kingdom_of_east_slavic;Grand Principality of;Grande-Principauté de;Großfürstentum von;;Gran Principado de;;;;;;;;;x
tribal_duke_east_slavic;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
tribal_duke_female_east_slavic;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
tribal_duchy_of_east_slavic;Principality of;Principauté de;Fürstentum von;;Principado de;;;;;;;;;x
tribal_king_hungarian;Grand Prince;Grand prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
tribal_king_female_hungarian;Grand Princess;Grand princesse;Grand Prinzessin;;Gran Princesa;;;;;;;;;x
tribal_kingdom_of_hungarian;Grand Principality of;Grande-Principauté de;Großfürstentum von;;Gran Principado de;;;;;;;;;x
EVTDESCPA.10099;For a long time we have been pressured by the infidels around us to convert to their religions. The Orthodox and Muslim states are powerful, but we also have a large community of Jews. Should we stick to the old ways, or abandon them for those of our neighbours?;;;;;;;;;x
ecumenical_patriarchate_restored;The Ecumenical Patriarchate is restored!;;;;;;;;;x
e_khazaria;Khazaria;Khazarie;Chasaria;;Jazaria;;;;;;;;;x
e_khazaria_adj;Khazarian;Khazarienne;Chasarischer;;Jázara;;;;;;;;;x
k_muscovy;Muscovy;;;;;;;;;x
k_muscovy_adj;Muscovian;;;;;;;;;x
k_novgorod;Novgorod;;;;;;;;;x
k_novgorod_adj;Novgorodian;;;;;;;;;x
k_kiev;Kiev;;;;;;;;;x
k_kiev_adj;Kievan;;;;;;;;;x
k_smolensk;Smolensk;;;;;;;;;x
k_smolensk_adj;Smolenskan;;;;;;;;;x
d_jordan;Jordan;;;;;;;;;x
d_jordan_adj;Jordanian;;;;;;;;;x
hellenic_pagan;Hellenic;;;;;;;;;x
hellenic_pagan_DESC;The Hellenistic religion is polytheistic, with a pantheon of twelve major gods including Jupiter, Mars, Mercury, Venus, Minerva and Vesta. It originated in ancient Greece and with the conquests of Alexander the Great and the rise of the Roman Empire, it would go on to become the dominant religion in the Mediterranean world until the rise of Christendom. Defining features in-game: \n§Y*§! Emperors can appoint a Religious Head\n§Y*§! The Archiereus can call Great Holy Wars\n§Y*§! Hellenic characters cannot be Excommunicated\n§Y*§! Females can serve as Temple holders\n§Y*§! Rulers may have a single Concubine\n§Y*§! Rulers cannot declare Subjugation wars;;;;;;;;;x
GOD_JUPITER;Jupiter;;;;;;;;;x
GOD_MERCURY;Mercury;;;;;;;;;x
GOD_MARS;Mars;;;;;;;;;x
GOD_VENUS;Venus;;;;;;;;;x
GOD_MINERVA;Minerva;;;;;;;;;x
GOD_VESTA;Vesta;;;;;;;;;x
GOD_JUNO;Juno;;;;;;;;;x
GOD_VULCAN;Vulcan;;;;;;;;;x
GOD_DIANA;Diana;;;;;;;;;x
GOD_SATURN;Saturn;;;;;;;;;x
GOD_NEPTUNE;Neptune;;;;;;;;;x
GOD_CERES;Ceres;;;;;;;;;x
GOD_PLUTO;Pluto;;;;;;;;;x
job_spiritual_hellenic_pagan;Diviner;;;;;;;;;x
temple_count_hellenic_pagan;High Priest;;;;;;;;;x
temple_count_female_hellenic_pagan;High Priestess;;;;;;;;;x
temple_duke_hellenic_pagan;Hierophant;;;;;;;;;x
temple_duke_female_hellenic_pagan;Hierophant;;;;;;;;;x
temple_king_hellenic_pagan;Protoiereus;;;;;;;;;x
temple_king_female_hellenic_pagan;Protoiereia;;;;;;;;;x
temple_emperor_hellenic_pagan;Archiereus;;;;;;;;;x
temple_emperor_female_hellenic_pagan;Archiereia;;;;;;;;;x
d_imperial_fleet;Imperial Fleet;;;;;;;;x
d_imperial_fleet2;Imperial Fleet;;;;;;;;;x
d_imperial_fleet3;Imperial Fleet;;;;;;;;;x
convert_to_spouse_hellenic;Convert to Hellenic;;;;;;;;;x
convert_to_spouse_hellenic_desc;The pillow talk of a spouse or concubine can be very persuasive. These Hellenic gods don't sound very nice though...;;;;;;;;;x
job_spiritual_pagan_group;Diviner;;;;;;;;;x
count_norse_pagan;Chief;;;;;;;;;x
count_norse_pagan_reformed;Chief;;;;;;;;;x
count_tengri_pagan;Chief;;;;;;;;;x
count_tengri_pagan_reformed;Chief;;;;;;;;;x
count_baltic_pagan;Chief;;;;;;;;;x
count_baltic_pagan_reformed;Chief;;;;;;;;;x
count_finnish_pagan;Chief;;;;;;;;;x
count_finnish_pagan_reformed;Chief;;;;;;;;;x
count_slavic_pagan;Chief;;;;;;;;;x
count_slavic_pagan_reformed;Chief;;;;;;;;;x
count_west_african_pagan;Chief;;;;;;;;;x
count_west_african_pagan_reformed;Chief;;;;;;;;;x
count_female_norse_pagan;Chieftess;;;;;;;;;x
count_female_norse_pagan_reformed;Chieftess;;;;;;;;;x
count_female_tengri_pagan;Chieftess;;;;;;;;;x
count_female_tengri_pagan_reformed;Chieftess;;;;;;;;;x
count_female_baltic_pagan;Chieftess;;;;;;;;;x
count_female_baltic_pagan_reformed;Chieftess;;;;;;;;;x
count_female_finnish_pagan;Chieftess;;;;;;;;;x
count_female_finnish_pagan_reformed;Chieftess;;;;;;;;;x
count_female_slavic_pagan;Chieftess;;;;;;;;;x
count_female_slavic_pagan_reformed;Chieftess;;;;;;;;;x
count_female_west_african_pagan;Chieftess;;;;;;;;;x
count_female_west_african_pagan_reformed;Chieftess;;;;;;;;;x
temple_baron_norse_pagan;Godi;;;;;;;;;x
temple_baron_norse_pagan_reformed;Godi;;;;;;;;;x
temple_baron_tengri_pagan;Shaman;;;;;;;;;x
temple_baron_tengri_pagan_reformed;Shaman;;;;;;;;;x
temple_baron_baltic_pagan;Shaman;;;;;;;;;x
temple_baron_baltic_pagan_reformed;Shaman;;;;;;;;;x
temple_baron_finnish_pagan;Shaman;;;;;;;;;x
temple_baron_finnish_pagan_reformed;Shaman;;;;;;;;;x
temple_baron_aztec;Shaman;;;;;;;;;x
temple_baron_aztec_reformed;Shaman;;;;;;;;;x
temple_baron_slavic_pagan;Shaman;;;;;;;;;x
temple_baron_slavic_pagan_reformed;Shaman;;;;;;;;;x
temple_baron_west_african_pagan;Shaman;;;;;;;;;x
temple_baron_west_african_pagan_reformed;Shaman;;;;;;;;;x
job_spiritual_west_african_pagan;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
job_spiritual_west_african_pagan_reformed;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
baron_norse_pagan;Hetman;Hetman;Hetman;;Hetman;;;;;;;;;x
baron_norse_pagan_reformed;Hetman;Hetman;Hetman;;Hetman;;;;;;;;;x
baron_tengri_pagan;Hetman;Hetman;Hetman;;Hetman;;;;;;;;;x
baron_tengri_pagan_reformed;Hetman;Hetman;Hetman;;Hetman;;;;;;;;;x
baron_baltic_pagan;Hetman;Hetman;Hetman;;Hetman;;;;;;;;;x
baron_baltic_pagan_reformed;Hetman;Hetman;Hetman;;Hetman;;;;;;;;;x
baron_finnish_pagan;Hetman;Hetman;Hetman;;Hetman;;;;;;;;;x
baron_finnish_pagan_reformed;Hetman;Hetman;Hetman;;Hetman;;;;;;;;;x
baron_slavic_pagan;Hetman;Hetman;Hetman;;Hetman;;;;;;;;;x
baron_slavic_pagan_reformed;Hetman;Hetman;Hetman;;Hetman;;;;;;;;;x
baron_west_african_pagan;Hetman;Hetman;Hetman;;Hetman;;;;;;;;;x
baron_west_african_pagan_reformed;Hetman;Hetman;Hetman;;Hetman;;;;;;;;;x
reform_imperial_fleet;Reform the Imperial Fleet;;;;;;;;;x
reform_imperial_fleet_desc;Restore the Imperial Fleet to its former glory.;;;;;;;;;x
reform_imperial_fleet2;Reform the Imperial Fleet;;;;;;;;;x
reform_imperial_fleet2_desc;Restore the Imperial Fleet to its former glory.;;;;;;;;;x
reform_imperial_fleet3;Reform the Imperial Fleet;;;;;;;;;x
reform_imperial_fleet3_desc;Restore the Imperial Fleet to its former glory.;;;;;;;;;x
